week,CITY,precipitation_avg,precipitation_max
201207,Paraty,6.3429,44.6922
201207,Paty Do Alferes,2.6524,16.5437
201207,Petrópolis,3.1771,19.3592
201207,Pinheiral,3.0715,18.8981
201207,Piraí,2.7809,16.3089
201207,Porciúncula,2.2195,9.3462
201207,Porto Real,3.885,25.0793
201207,Quatis,3.8077,24.4291
201207,Queimados,1.3201,6.1876
201207,Quissamã,1.3682,7.0655
201207,Resende,4.3131,28.2419
201207,Rio Bonito,1.2312,5.3043
201207,Rio Claro,3.8574,24.7344
201207,Rio Das Flores,2.8617,17.7129
201207,Rio Das Ostras,0.6291,1.642
201207,Rio De Janeiro,0.9204,3.0652
201207,Santa Maria Madalena,2.3683,9.2991
201207,Santo Antônio De Pádua,1.8112,6.5954
201207,São Fidélis,1.5327,4.8665
201207,São Francisco De Itabapoana,1.9113,9.5444
201207,São Gonçalo,1.1834,5.0979
201207,São João Da Barra,1.9827,11.1687
201207,São João De Meriti,1.0267,4.2712
201207,São José De Ubá,1.9585,7.1909
201207,São José Do Vale Do Rio Preto,2.7968,15.3827
201207,São Pedro Da Aldeia,0.8434,3.5331
201207,São Sebastião Do Alto,2.0416,7.6748
201207,Sapucaia,2.1528,11.6709
201207,Saquarema,1.0061,4.3357
201207,Seropédica,1.5367,6.9317
201207,Silva Jardim,0.9142,3.155
201207,Sumidouro,1.9846,9.0905
201207,Tanguá,1.2691,5.787
201207,Teresópolis,3.7196,21.7065
201207,Trajano De Moraes,1.9615,7.3286
201207,Três Rios,2.4942,15.5378
201207,Valença,2.8605,17.6251
201207,Varre-Sai,3.1278,13.9101
201207,Vassouras,2.4527,14.8093
201207,Volta Redonda,3.3568,21.0956
201208,Angra Dos Reis,0.5095,3.5334
201208,Aperibé,0.5297,3.658
201208,Araruama,0.511,3.5429
201208,Areal,0.6627,4.481
201208,Armação Dos Búzios,0.5106,3.5405
201208,Arraial Do Cabo,0.5099,3.5359
201208,Barra Do Piraí,0.632,4.2909
201208,Barra Mansa,0.6424,4.3551
201208,Belford Roxo,0.513,3.5553
201208,Bom Jardim,0.7111,4.7804
201208,Bom Jesus Do Itabapoana,0.5382,3.711
201208,Cabo Frio,0.5106,3.5403
201208,Cachoeiras De Macacu,0.561,3.8521
201208,Cambuci,0.5218,3.6094
201208,Campos Dos Goytacazes,0.5113,3.5445
201208,Cantagalo,0.6456,4.3752
201208,Carapebus,0.5121,3.5493
201208,Cardoso Moreira,0.5143,3.5629
201208,Carmo,0.6271,4.2606
201208,Casimiro De Abreu,0.5146,3.5651
201208,Comendador Levy Gasparian,0.6141,4.1802
201208,Conceição De Macabu,0.5284,3.6504
201208,Cordeiro,0.6783,4.5772
201208,Duas Barras,0.7022,4.7248
